50	980
8	18	1
8	19	47
8	22	19
8	23	43
8	24	54
8	26	75
8	27	35
8	28	9
8	29	48
8	31	73
8	32	71
8	33	84
8	35	38
8	37	93
8	38	11
8	39	100
8	40	28
8	41	64
8	42	30
8	43	69
8	44	93
8	46	80
8	47	44
8	48	68
8	49	63
9	11	71
9	12	24
9	13	56
9	14	68
9	16	99
9	17	56
9	18	82
9	19	79
9	20	12
9	21	69
9	22	38
9	23	86
9	24	15
9	25	45
9	26	45
9	28	82
9	29	46
9	30	38
9	31	83
9	32	81
9	33	21
9	34	96
9	36	33
9	38	39
9	39	43
9	40	20
9	42	3
9	43	18
9	45	73
9	46	96
9	47	44
9	49	24
10	12	11
10	13	41
10	16	98
10	17	10
10	18	6
10	19	31
10	20	75
10	22	93
10	23	59
10	25	23
10	26	83
10	28	24
10	29	96
10	30	23
10	32	89
10	34	58
10	35	30
10	36	22
10	37	20
10	38	54
10	39	95
10	40	25
10	41	89
10	42	99
10	43	51
10	44	89
10	45	85
10	46	30
10	47	52
10	48	37
11	12	7
11	13	57
11	14	73
11	15	14
11	17	39
11	18	26
11	19	62
11	21	34
11	22	61
11	23	48
11	24	12
11	25	56
11	26	74
11	28	74
11	30	12
11	31	34
11	32	36
11	36	4
11	37	48
11	39	71
11	41	12
11	43	97
11	45	82
11	46	64
11	47	79
11	48	84
11	49	14
12	13	41
12	14	46
12	15	81
12	16	63
12	17	87
12	18	62
12	19	100
12	20	25
12	21	67
12	23	36
12	24	33
12	25	11
12	26	25
12	27	94
12	28	47
12	29	9
12	31	86
12	32	10
12	34	68
12	36	46
12	37	12
12	38	65
12	40	14
12	41	94
12	42	29
12	43	26
12	45	29
12	46	56
12	47	80
12	48	44
12	49	64
13	14	50
13	15	11
13	16	80
13	18	10
13	20	65
13	21	27
13	22	85
13	23	85
13	24	91
13	25	80
13	27	91
13	28	21
13	29	83
13	30	42
13	31	26
13	32	75
13	33	69
13	34	59
13	35	8
13	36	68
13	37	69
13	38	16
13	39	79
13	40	51
13	42	1
13	43	15
13	44	54
13	45	50
13	46	6
13	47	83
13	48	77
13	49	30
14	15	79
14	16	92
14	17	97
14	18	49
14	19	49
14	20	46
14	21	81
14	22	11
14	23	93
14	25	14
14	26	91
14	27	54
14	28	96
14	29	10
14	30	58
14	31	64
14	32	83
14	33	8
14	34	89
14	36	14
14	37	85
14	38	93
14	39	43
14	40	31
14	41	23
14	42	35
14	43	80
14	44	27
14	46	31
14	47	98
14	48	40
14	49	37
15	16	38
15	18	7
15	19	91
15	22	11
15	23	67
15	24	6
15	25	14
15	26	13
15	27	79
15	29	20
15	30	29
15	31	53
15	32	17
15	33	95
15	34	42
15	36	81
15	37	57
15	39	73
15	40	43
15	41	82
15	42	14
15	43	45
15	44	74
15	46	61
15	47	1
15	48	48
15	49	9
16	17	5
16	18	59
16	19	2
16	20	38
16	21	37
16	23	23
16	24	46
16	26	4
16	27	45
16	28	42
16	29	55
16	30	1
16	31	41
16	33	56
16	34	46
16	35	9
16	36	37
16	39	15
16	40	41
16	41	83
16	43	68
16	44	29
16	46	12
16	48	68
17	18	32
17	19	95
17	20	21
17	21	87
17	22	73
17	23	66
17	24	54
17	25	23
17	27	8
17	28	18
17	29	65
17	30	72
17	32	10
17	33	49
17	34	72
17	35	15
17	36	64
17	37	18
17	38	77
17	40	32
17	42	43
17	43	22
17	44	55
17	45	30
17	46	26
17	47	0
17	48	87
17	49	2
18	19	46
18	20	80
18	21	39
18	25	85
18	26	95
18	27	5
18	28	54
18	29	13
18	32	45
18	33	81
18	35	42
18	36	33
18	37	74
18	38	16
18	40	11
18	41	50
18	43	84
18	44	19
18	45	6
18	46	89
18	47	10
18	48	1
18	49	89
19	20	27
19	21	92
19	22	85
19	23	38
19	24	88
19	25	52
19	26	67
19	27	22
19	28	20
19	29	12
19	30	59
19	31	4
19	32	94
19	33	52
19	34	4
19	35	60
19	36	17
19	37	19
19	38	62
19	39	5
19	41	57
19	42	77
19	43	77
19	45	44
19	46	63
19	47	66
19	48	85
19	49	27
20	21	76
20	22	70
20	23	42
20	24	17
20	27	47
20	28	91
20	29	61
20	30	53
20	31	68
20	32	19
20	33	92
20	34	31
20	36	19
20	37	36
20	38	5
20	40	14
20	41	96
20	43	50
20	44	25
20	45	100
20	46	88
20	47	92
20	48	10
21	24	89
21	25	18
21	26	98
21	27	69
21	31	25
21	32	75
21	34	29
21	35	12
21	37	1
21	38	91
21	39	73
21	40	83
21	41	16
21	42	63
21	44	16
21	46	84
21	47	36
21	48	53
22	23	48
22	24	24
22	25	4
22	26	93
22	27	3
22	28	80
22	29	76
22	31	44
22	32	91
22	33	22
22	34	55
22	35	10
22	37	65
22	38	64
22	40	18
22	41	94
22	42	7
22	43	35
22	44	13
22	45	53
22	46	5
22	47	79
22	48	6
22	49	32
23	24	81
23	25	87
23	27	61
23	28	47
23	29	22
23	30	97
23	31	64
23	32	4
23	33	27
23	34	4
23	35	93
23	36	36
23	37	33
23	38	86
23	41	49
23	42	27
23	44	50
23	45	35
23	46	81
23	49	17
24	25	34
24	26	4
24	27	47
24	30	93
24	31	36
24	32	69
24	33	42
24	34	9
24	35	11
24	36	23
24	37	11
24	40	46
24	41	22
24	42	23
24	43	62
24	45	23
24	46	53
24	47	7
24	48	15
24	49	76
25	27	36
25	28	20
25	31	24
25	32	92
25	33	55
25	35	74
25	37	48
25	39	93
25	40	33
25	42	55
25	43	44
25	44	73
25	45	25
25	46	8
25	49	10
26	29	75
26	30	79
26	31	82
26	32	27
26	34	50
26	36	11
26	37	47
26	38	27
26	41	53
26	42	54
26	43	36
26	44	52
26	45	45
26	46	99
26	47	34
26	49	84
27	28	24
27	30	48
27	31	38
27	32	70
27	33	33
27	34	43
27	35	76
27	36	76
27	37	19
27	38	55
27	39	18
27	40	10
27	41	13
27	43	88
27	45	10
27	46	2
27	47	24
28	29	49
28	30	4
28	31	36
28	32	19
28	34	3
28	36	84
28	38	17
28	41	18
28	42	33
28	43	62
28	44	58
28	45	55
28	46	13
28	47	50
28	49	76
29	30	71
29	31	54
29	32	53
29	33	13
29	35	13
29	36	13
29	37	37
29	38	86
29	40	42
29	43	36
29	44	33
29	45	92
29	46	91
29	47	66
29	48	57
29	49	29
30	31	82
30	32	93
30	33	71
30	34	6
30	36	28
30	37	11
30	38	68
30	39	66
30	40	52
30	41	93
30	42	37
30	43	9
30	44	81
30	46	53
30	47	2
30	48	99
30	49	46
31	32	98
31	33	88
31	34	87
31	35	71
31	36	39
31	37	62
31	38	92
31	39	8
31	40	97
31	41	36
31	43	4
31	44	4
31	45	73
31	46	56
31	47	20
31	48	3
31	49	26
32	34	60
32	35	68
32	37	95
32	38	51
32	39	50
32	40	61
32	41	15
32	44	74
32	46	4
32	47	64
32	48	94
32	49	30
33	34	99
33	35	21
33	36	58
33	37	20
33	38	4
33	39	76
33	41	54
33	42	61
33	43	96
33	44	15
33	45	73
33	46	31
33	47	47
33	48	85
33	49	66
34	35	77
34	36	41
34	37	77
34	38	42
34	39	7
34	40	40
34	41	92
34	43	15
34	45	45
34	46	74
34	47	16
34	48	65
34	49	47
35	36	47
35	37	12
35	38	3
35	39	68
35	40	6
35	41	22
35	42	70
35	43	8
35	44	30
35	45	68
35	47	85
35	48	82
35	49	44
36	37	56
36	38	41
36	41	70
36	42	8
36	43	19
36	46	54
36	47	62
36	49	4
37	39	27
37	40	54
37	41	81
37	43	60
37	44	49
37	46	36
37	47	6
37	48	4
37	49	47
38	39	63
38	40	36
38	41	40
38	42	84
38	43	76
38	44	48
38	45	60
38	46	69
38	47	41
38	48	99
38	49	38
39	41	29
39	42	23
39	44	36
39	45	72
39	46	11
39	47	93
39	48	12
40	41	1
40	42	92
40	43	74
40	44	63
40	45	36
40	46	72
40	47	66
40	48	66
40	49	46
41	42	98
41	43	80
41	44	95
41	45	19
41	47	67
41	48	96
42	43	68
42	44	80
42	45	99
42	47	82
42	48	31
42	49	37
43	44	43
43	45	46
43	46	26
43	47	89
43	48	13
43	49	97
44	45	66
44	46	43
45	46	61
45	48	46
45	49	65
46	47	98
46	48	95
46	49	61
47	48	87
47	49	92
48	49	21
