100	990
15	42	47
15	50	6
15	51	89
15	52	65
15	55	27
15	57	32
15	63	95
15	66	49
15	80	78
15	81	2
15	89	63
16	18	67
16	19	64
16	22	34
16	26	68
16	37	66
16	39	31
16	42	16
16	47	75
16	50	53
16	54	76
16	63	5
16	64	68
16	66	12
16	67	76
16	74	98
16	78	32
16	84	67
16	87	89
16	88	43
16	89	31
16	92	29
17	21	50
17	37	16
17	48	43
17	50	46
17	60	9
17	62	63
17	67	45
17	73	41
17	76	2
17	79	85
17	83	79
17	86	65
17	87	85
17	89	89
17	90	44
17	93	96
18	22	96
18	34	17
18	36	16
18	38	72
18	40	50
18	43	95
18	44	33
18	71	27
18	83	94
18	87	93
19	28	33
19	32	31
19	37	94
19	39	21
19	68	86
19	70	17
19	72	35
19	85	28
19	88	41
19	90	98
19	91	4
20	21	60
20	28	41
20	30	89
20	35	86
20	44	40
20	46	76
20	69	66
20	72	92
20	80	82
20	84	38
20	91	39
20	95	89
20	97	37
21	22	17
21	28	77
21	33	55
21	36	40
21	40	46
21	45	99
21	47	64
21	48	32
21	49	19
21	56	48
21	63	71
21	66	18
21	69	3
21	75	10
21	80	89
21	82	90
21	83	36
21	92	14
21	95	96
21	98	72
21	99	79
22	24	66
22	25	19
22	28	55
22	30	66
22	31	51
22	42	74
22	58	57
22	61	12
22	62	100
22	66	73
22	72	72
22	74	21
22	75	2
22	82	19
22	89	27
22	90	32
22	92	75
22	98	30
23	29	89
23	31	93
23	32	5
23	33	85
23	34	73
23	40	40
23	45	76
23	52	15
23	56	91
23	57	60
23	58	19
23	60	14
23	70	34
23	91	51
23	98	27
24	28	11
24	36	100
24	40	45
24	43	96
24	45	88
24	51	27
24	52	8
24	57	100
24	58	37
24	59	70
24	63	52
24	65	72
24	66	47
24	69	18
24	71	57
24	78	88
24	79	83
24	80	16
24	82	84
24	94	30
25	30	2
25	38	54
25	43	76
25	49	69
25	52	42
25	55	53
25	60	91
25	78	58
25	79	79
25	83	50
25	97	10
25	99	80
26	30	99
26	36	24
26	39	71
26	49	88
26	50	40
26	63	91
26	69	97
26	70	69
26	76	56
26	77	97
26	78	77
26	81	93
26	83	51
26	91	87
27	30	92
27	34	43
27	35	49
27	47	70
27	51	27
27	54	63
27	59	98
27	60	62
27	61	28
27	65	93
27	83	48
27	84	23
27	85	25
27	86	85
27	96	49
27	99	17
28	40	54
28	41	36
28	46	66
28	47	90
28	51	80
28	61	56
28	65	35
28	68	91
28	73	60
28	76	92
28	82	6
28	89	2
28	96	35
28	97	59
29	34	8
29	43	70
29	48	4
29	59	90
29	64	24
29	73	65
29	81	40
29	84	71
29	86	52
29	89	50
29	93	11
29	96	14
29	98	79
30	32	15
30	36	31
30	49	60
30	50	57
30	55	100
30	62	64
30	63	46
30	72	56
30	78	60
30	82	54
30	86	33
30	91	17
30	95	68
31	36	45
31	38	22
31	39	55
31	47	80
31	48	68
31	55	64
31	56	61
31	59	38
31	61	51
31	64	15
31	67	23
31	70	87
31	77	45
31	86	88
31	92	32
31	97	46
32	34	35
32	44	20
32	52	16
32	55	98
32	61	96
32	63	87
32	65	88
32	67	20
32	72	50
32	85	3
32	86	15
32	92	35
32	97	88
33	34	13
33	35	56
33	40	70
33	45	4
33	56	40
33	57	59
33	59	18
33	62	54
33	63	70
33	64	61
33	70	84
33	80	50
33	82	60
33	85	57
33	86	95
33	88	11
33	92	90
33	95	56
34	44	96
34	47	56
34	54	64
34	59	89
34	62	47
34	66	28
34	68	2
34	72	56
34	74	39
34	76	68
34	77	5
34	78	73
34	83	36
34	85	45
34	88	22
34	89	65
35	36	18
35	42	88
35	43	37
35	47	40
35	55	97
35	63	75
35	64	96
35	69	57
35	84	95
35	89	86
36	38	76
36	39	98
36	43	63
36	44	94
36	45	99
36	58	49
36	59	85
36	62	97
36	64	84
36	76	31
36	91	27
36	98	75
36	99	50
37	41	2
37	47	12
37	51	58
37	57	2
37	59	98
37	73	75
37	76	89
37	88	77
37	89	4
37	91	95
37	92	30
37	93	17
37	95	63
38	49	81
38	52	15
38	56	6
38	57	42
38	64	26
38	70	44
38	74	25
38	79	74
38	83	80
38	84	90
38	85	24
38	91	10
38	97	71
38	98	58
39	44	37
39	45	37
39	50	28
39	53	78
39	64	46
39	67	42
39	79	29
39	82	56
39	85	56
39	92	8
40	41	85
40	43	57
40	45	51
40	47	24
40	54	59
40	61	88
40	69	81
40	75	59
40	82	2
40	92	88
40	94	44
40	98	34
41	46	48
41	51	96
41	53	89
41	55	10
41	56	68
41	66	74
41	72	84
41	92	13
41	94	72
42	44	15
42	45	62
42	46	76
42	66	33
42	85	11
42	88	12
42	93	74
42	98	70
43	44	68
43	47	27
43	51	9
43	56	40
43	60	91
43	63	45
43	69	18
43	74	34
43	80	87
43	93	51
43	95	61
43	97	90
43	98	52
44	45	70
44	49	78
44	53	84
44	58	52
44	64	82
44	69	45
44	79	12
44	82	41
44	89	70
45	53	67
45	54	73
45	72	43
45	76	83
45	84	85
45	92	70
45	96	23
45	99	82
46	49	14
46	52	88
46	53	74
46	56	23
46	58	61
46	59	11
46	68	46
46	70	54
46	72	53
46	74	9
46	76	25
46	78	2
46	79	32
46	81	51
46	87	32
46	91	96
46	96	95
47	52	25
47	54	84
47	62	48
47	70	93
47	72	80
47	76	29
47	80	62
47	89	40
47	99	57
48	49	54
48	53	42
48	60	83
48	68	14
48	74	55
48	75	19
48	82	71
48	86	50
48	88	80
48	97	1
48	98	71
49	54	25
49	62	25
49	65	95
49	71	86
49	73	37
49	84	9
49	90	88
50	52	48
50	53	23
50	58	49
50	63	8
50	66	43
50	72	11
50	73	98
50	76	35
50	78	66
50	83	17
50	88	70
50	99	92
51	64	59
51	69	85
51	74	38
51	76	90
51	77	64
51	78	87
51	83	19
51	92	79
51	95	75
52	72	46
52	74	35
52	78	62
52	85	88
53	61	63
53	62	34
53	63	84
53	67	99
53	71	40
53	76	96
53	78	37
53	80	86
53	84	44
53	91	29
53	92	18
54	57	73
54	62	91
54	63	79
54	66	13
54	74	17
54	79	96
54	88	96
54	91	43
54	94	55
54	95	35
54	96	87
54	99	79
55	56	99
55	63	12
55	77	55
55	79	51
55	81	90
55	91	46
55	96	17
56	67	9
56	78	61
56	80	67
56	84	4
56	93	46
57	60	23
57	63	43
57	67	74
57	74	36
57	76	47
57	78	39
57	82	93
57	84	81
57	87	6
57	91	17
58	59	84
58	69	67
58	73	96
58	77	96
58	80	99
58	86	97
58	88	26
58	94	77
59	76	13
59	78	69
59	86	39
59	88	92
59	89	82
59	93	95
60	69	56
60	70	7
60	71	58
60	74	56
60	76	85
60	78	96
60	81	66
60	96	44
61	64	79
61	67	49
61	76	65
61	79	78
61	99	29
62	63	36
62	68	67
62	71	20
62	73	66
62	74	58
62	77	99
62	81	70
62	99	50
63	68	10
63	71	18
63	73	92
63	77	97
63	86	70
63	89	53
63	92	68
63	93	76
63	96	28
63	98	60
64	67	6
64	69	40
64	70	33
64	76	26
64	77	17
64	79	5
64	80	70
64	84	21
64	85	66
64	91	13
64	97	51
64	98	43
65	72	93
65	73	7
65	77	9
65	80	33
65	81	13
65	82	33
65	83	71
65	84	33
65	91	57
65	95	24
66	70	24
66	73	30
66	74	19
66	77	29
66	80	89
66	90	63
66	91	49
66	93	13
67	68	33
67	72	16
67	75	71
67	80	71
67	85	67
67	88	68
67	89	98
67	92	38
68	75	37
68	81	39
68	83	39
68	88	38
68	90	92
68	91	31
68	94	48
69	76	0
69	77	52
69	78	41
69	83	23
69	84	44
69	86	48
69	94	72
70	73	47
70	81	74
70	86	13
70	93	89
71	77	9
71	80	6
71	89	45
71	91	43
71	93	63
71	96	25
71	99	16
72	73	4
72	75	43
72	88	63
72	91	21
72	98	4
73	84	30
73	85	88
73	90	56
73	93	57
73	95	64
73	96	39
73	98	94
74	78	12
74	80	87
74	81	31
74	89	78
75	86	24
75	92	3
75	93	26
76	82	51
76	89	58
76	98	62
76	99	81
77	80	63
77	81	49
77	83	92
77	91	95
77	94	58
77	98	10
78	82	82
78	95	64
78	96	84
78	98	27
79	83	96
79	84	70
79	89	55
79	90	71
80	83	35
80	87	93
80	88	30
80	91	45
80	97	27
81	82	86
81	87	88
81	89	35
81	99	15
82	83	14
82	85	96
82	97	94
82	99	70
83	91	63
83	92	86
83	94	89
84	85	92
84	92	38
85	93	34
85	95	94
86	87	60
86	89	56
86	92	100
86	97	67
87	93	31
87	97	86
87	99	71
88	92	3
88	97	67
89	96	90
91	92	34
91	97	98
91	98	61
94	96	10
95	96	94
